3.9887e+00 1.1988e+01
3.9774e+00 1.1976e+01
3.9660e+00 1.1964e+01
3.9547e+00 1.1952e+01
3.9434e+00 1.1940e+01
3.9321e+00 1.1928e+01
3.9207e+00 1.1916e+01
3.9094e+00 1.1904e+01
3.8981e+00 1.1893e+01
3.8868e+00 1.1881e+01
3.8754e+00 1.1869e+01
3.8641e+00 1.1857e+01
3.8528e+00 1.1845e+01
3.8415e+00 1.1833e+01
3.8301e+00 1.1821e+01
3.8188e+00 1.1809e+01
3.8075e+00 1.1797e+01
3.7962e+00 1.1785e+01
3.7848e+00 1.1773e+01
3.7735e+00 1.1761e+01
3.7622e+00 1.1749e+01
3.7509e+00 1.1737e+01
3.7395e+00 1.1725e+01
3.7282e+00 1.1713e+01
3.7169e+00 1.1702e+01
3.7056e+00 1.1690e+01
3.6943e+00 1.1678e+01
3.6829e+00 1.1666e+01
3.6716e+00 1.1654e+01
3.6603e+00 1.1642e+01
3.6490e+00 1.1630e+01
3.6376e+00 1.1618e+01
3.6263e+00 1.1606e+01
3.6150e+00 1.1594e+01
3.6037e+00 1.1582e+01
3.5923e+00 1.1570e+01
3.5810e+00 1.1558e+01
3.5697e+00 1.1546e+01
3.5584e+00 1.1534e+01
3.5470e+00 1.1522e+01
3.5357e+00 1.1511e+01
3.5244e+00 1.1499e+01
3.5131e+00 1.1487e+01
3.5017e+00 1.1475e+01
3.4904e+00 1.1463e+01
3.4791e+00 1.1451e+01
3.4678e+00 1.1439e+01
3.4564e+00 1.1427e+01
3.4451e+00 1.1415e+01
3.4338e+00 1.1403e+01
3.4225e+00 1.1391e+01
3.4112e+00 1.1379e+01
3.3998e+00 1.1367e+01
3.3885e+00 1.1355e+01
3.3772e+00 1.1343e+01
3.3659e+00 1.1331e+01
3.3545e+00 1.1320e+01
3.3432e+00 1.1308e+01
3.3319e+00 1.1296e+01
3.3206e+00 1.1284e+01
3.3092e+00 1.1272e+01
3.2979e+00 1.1260e+01
3.2866e+00 1.1248e+01
3.2753e+00 1.1236e+01
3.2639e+00 1.1224e+01
3.2526e+00 1.1212e+01
3.2413e+00 1.1200e+01
3.2300e+00 1.1188e+01
3.2186e+00 1.1176e+01
3.2073e+00 1.1164e+01
3.1960e+00 1.1152e+01
3.1847e+00 1.1140e+01
3.1734e+00 1.1129e+01
3.1620e+00 1.1117e+01
3.1507e+00 1.1105e+01
3.1394e+00 1.1093e+01
3.1281e+00 1.1081e+01
3.1167e+00 1.1069e+01
3.1054e+00 1.1057e+01
3.0941e+00 1.1045e+01
3.0828e+00 1.1033e+01
3.0714e+00 1.1021e+01
3.0601e+00 1.1009e+01
3.0488e+00 1.0997e+01
3.0375e+00 1.0985e+01
3.0261e+00 1.0973e+01
3.0148e+00 1.0961e+01
3.0035e+00 1.0949e+01
2.9922e+00 1.0938e+01
2.9808e+00 1.0926e+01
2.9695e+00 1.0914e+01
2.9582e+00 1.0902e+01
2.9469e+00 1.0890e+01
2.9355e+00 1.0878e+01
2.9242e+00 1.0866e+01
2.9129e+00 1.0854e+01
2.9016e+00 1.0842e+01
2.8903e+00 1.0830e+01
2.8789e+00 1.0818e+01
2.8676e+00 1.0806e+01
2.8563e+00 1.0794e+01
2.8450e+00 1.0782e+01
2.8336e+00 1.0770e+01
2.8223e+00 1.0758e+01
2.8110e+00 1.0747e+01
2.7997e+00 1.0735e+01
2.7883e+00 1.0723e+01
2.7770e+00 1.0711e+01
2.7657e+00 1.0699e+01
2.7544e+00 1.0687e+01
2.7430e+00 1.0675e+01
2.7317e+00 1.0663e+01
2.7204e+00 1.0651e+01
2.7091e+00 1.0639e+01
2.6977e+00 1.0627e+01
2.6864e+00 1.0615e+01
2.6751e+00 1.0603e+01
2.6638e+00 1.0591e+01
2.6524e+00 1.0579e+01
2.6411e+00 1.0567e+01
2.6298e+00 1.0556e+01
2.6185e+00 1.0544e+01
2.6072e+00 1.0532e+01
2.5958e+00 1.0520e+01
2.5845e+00 1.0508e+01
2.5732e+00 1.0496e+01
2.5619e+00 1.0484e+01
2.5505e+00 1.0472e+01
2.5392e+00 1.0460e+01
2.5279e+00 1.0448e+01
2.5166e+00 1.0436e+01
2.5052e+00 1.0424e+01
2.4939e+00 1.0412e+01
2.4826e+00 1.0400e+01
2.4713e+00 1.0388e+01
2.4599e+00 1.0376e+01
2.4486e+00 1.0365e+01
2.4373e+00 1.0353e+01
2.4260e+00 1.0341e+01
2.4146e+00 1.0329e+01
2.4033e+00 1.0317e+01
2.3920e+00 1.0305e+01
2.3807e+00 1.0293e+01
2.3694e+00 1.0281e+01
2.3580e+00 1.0269e+01
2.3467e+00 1.0257e+01
2.3354e+00 1.0245e+01
2.3241e+00 1.0233e+01
2.3127e+00 1.0221e+01
2.3014e+00 1.0209e+01
2.2901e+00 1.0197e+01
2.2788e+00 1.0185e+01
2.2674e+00 1.0174e+01
2.2561e+00 1.0162e+01
2.2448e+00 1.0150e+01
2.2335e+00 1.0138e+01
2.2221e+00 1.0126e+01
2.2108e+00 1.0114e+01
2.1995e+00 1.0102e+01
2.1882e+00 1.0090e+01
2.1768e+00 1.0078e+01
2.1655e+00 1.0066e+01
2.1542e+00 1.0054e+01
2.1429e+00 1.0042e+01
2.1315e+00 1.0030e+01
2.1202e+00 1.0018e+01
2.1089e+00 1.0006e+01
2.0976e+00 9.9945e+00
2.0863e+00 9.9825e+00
2.0749e+00 9.9706e+00
2.0636e+00 9.9587e+00
2.0523e+00 9.9467e+00
2.0410e+00 9.9348e+00
2.0296e+00 9.9228e+00
2.0183e+00 9.9109e+00
2.0070e+00 9.8990e+00
1.9957e+00 9.8870e+00
1.9843e+00 9.8751e+00
1.9730e+00 9.8632e+00
1.9617e+00 9.8512e+00
1.9504e+00 9.8393e+00
1.9390e+00 9.8273e+00
1.9277e+00 9.8154e+00
1.9164e+00 9.8035e+00
1.9051e+00 9.7915e+00
1.8937e+00 9.7796e+00
1.8824e+00 9.7677e+00
1.8711e+00 9.7557e+00
1.8598e+00 9.7438e+00
1.8484e+00 9.7318e+00
1.8371e+00 9.7199e+00
1.8258e+00 9.7080e+00
1.8145e+00 9.6960e+00
1.8032e+00 9.6841e+00
1.7918e+00 9.6721e+00
1.7805e+00 9.6602e+00
